alpha,camber,position_of_camber,thickness,Reynolds_number,cl,cd,ratio
2,0,0,0.06,5.00E+04,0.1722,0.01482,11.6194332
3,0,0,0.06,5.00E+04,0.2532,0.01616,15.66831683
4,0,0,0.06,5.00E+04,0.4398,0.0232,18.95689655
5,0,0,0.06,5.00E+04,0.5461,0.03319,16.45375113
6,0,0,0.06,5.00E+04,0.6379,0.05164,12.35282727
7,0,0,0.06,5.00E+04,0.661,0.08768,7.538777372
8,0,0,0.06,5.00E+04,0.6669,0.10168,6.558811959
9,0,0,0.06,5.00E+04,0.6936,0.11847,5.854646746
10,0,0,0.06,5.00E+04,0.7069,0.13411,5.271046156
11,0,0,0.06,5.00E+04,0.701,0.14654,4.783676812
12,0,0,0.06,5.00E+04,0.714,0.16147,4.421874032
13,0,0,0.06,5.00E+04,0.7299,0.17642,4.137286022
14,0,0,0.06,5.00E+04,0.7501,0.19175,3.911864407
15,0,0,0.06,5.00E+04,0.7789,0.20988,3.711168287
16,0,0,0.06,5.00E+04,0.8187,0.23384,3.501111871
17,0,0,0.06,5.00E+04,0.8221,0.23504,3.497702519
18,0,0,0.06,5.00E+04,0.851,0.25056,3.396392082
19,0,0,0.06,5.00E+04,0.8825,0.26679,3.307845122
20,0,0,0.06,5.00E+04,0.9112,0.27889,3.267237979
-5,0,0,0.08,5.00E+04,-0.5508,0.02608,-21.1196319
-4,0,0,0.08,5.00E+04,-0.4777,0.01833,-26.06110202
-3,0,0,0.08,5.00E+04,-0.2364,0.01966,-12.02441506
-2,0,0,0.08,5.00E+04,-0.1321,0.01678,-7.872467223
-1,0,0,0.08,5.00E+04,-0.0647,0.01571,-4.118395926
0,0,0,0.08,5.00E+04,0,0.01541,0
1,0,0,0.08,5.00E+04,0.0648,0.0157,4.127388535
2,0,0,0.08,5.00E+04,0.1322,0.01678,7.878426698
3,0,0,0.08,5.00E+04,0.2364,0.01965,12.03053435
4,0,0,0.08,5.00E+04,0.4777,0.01833,26.06110202
5,0,0,0.08,5.00E+04,0.5508,0.02608,21.1196319
6,0,0,0.08,5.00E+04,0.6484,0.03595,18.03616134
7,0,0,0.08,5.00E+04,0.7174,0.05142,13.95176974
8,0,0,0.08,5.00E+04,0.6302,0.09606,6.560483031
9,0,0,0.08,5.00E+04,0.6402,0.11093,5.771207068
10,0,0,0.08,5.00E+04,0.6557,0.12561,5.220125786
11,0,0,0.08,5.00E+04,0.6985,0.14606,4.782281254
12,0,0,0.08,5.00E+04,0.6826,0.1568,4.353316327
13,0,0,0.08,5.00E+04,0.6938,0.17091,4.059446492
14,0,0,0.08,5.00E+04,0.7138,0.18526,3.852963403
15,0,0,0.08,5.00E+04,0.7345,0.19953,3.681150704
16,0,0,0.08,5.00E+04,0.7579,0.21423,3.537786491
17,0,0,0.08,5.00E+04,0.7997,0.23742,3.368292477
18,0,0,0.08,5.00E+04,0.8123,0.24253,3.349276378
19,0,0,0.08,5.00E+04,0.8437,0.25994,3.245749019
20,0,0,0.08,5.00E+04,0.8728,0.27145,3.215325106
-5,0,0,0.24,5.00E+04,-0.8301,0.05599,-14.82586176
-4,0,0,0.24,5.00E+04,-0.5515,0.06449,-8.551713444
-3,0,0,0.24,5.00E+04,-0.4714,0.06007,-7.847511237
-2,0,0,0.24,5.00E+04,-0.4034,0.05709,-7.066036083
-1,0,0,0.24,5.00E+04,-0.0819,0.06197,-1.321607229
0,0,0,0.24,5.00E+04,0,0.06142,0
1,0,0,0.24,5.00E+04,0.0826,0.06195,1.333333333
2,0,0,0.24,5.00E+04,0.4034,0.05708,7.067274001
3,0,0,0.24,5.00E+04,0.472,0.06002,7.864045318
4,0,0,0.24,5.00E+04,0.5537,0.06433,8.607181719
5,0,0,0.24,5.00E+04,0.8296,0.05597,14.82222619
6,0,0,0.24,5.00E+04,0.5088,0.08112,6.272189349
7,0,0,0.24,5.00E+04,0.3198,0.09618,3.325015596
8,0,0,0.24,5.00E+04,0.3178,0.10257,3.098371844
10,0,0,0.24,5.00E+04,0.2079,0.12687,1.638685268
11,0,0,0.24,5.00E+04,0.251,0.13797,1.819236066
12,0,0,0.24,5.00E+04,0.2972,0.15137,1.963400938
13,0,0,0.24,5.00E+04,0.3303,0.16299,2.026504694
14,0,0,0.24,5.00E+04,0.3363,0.16988,1.979632682
15,0,0,0.24,5.00E+04,0.3968,0.18659,2.126587706
17,0,0,0.24,5.00E+04,0.4186,0.19804,2.113714401
18,0,0,0.24,5.00E+04,0.445,0.20727,2.146958074
19,0,0,0.24,5.00E+04,0.4712,0.21757,2.165739762
20,0,0,0.24,5.00E+04,0.5296,0.23781,2.226987932
-5,0,0,0.1,5.50E+04,-0.5933,0.01027,-57.77020448
-4,0,0,0.1,5.50E+04,-0.502,0.00884,-56.78733032
-3,0,0,0.1,5.50E+04,-0.3713,0.00749,-49.57276368
-2,0,0,0.1,5.50E+04,-0.2263,0.0064,-35.359375
-1,0,0,0.1,5.50E+04,-0.103,0.00561,-18.3600713
0,0,0,0.1,5.50E+04,0,0.00529,0
1,0,0,0.1,5.50E+04,0.103,0.00561,18.3600713
2,0,0,0.1,5.50E+04,0.2263,0.0064,35.359375
3,0,0,0.1,5.50E+04,0.3713,0.00749,49.57276368
4,0,0,0.1,5.50E+04,0.5019,0.00883,56.8403171
5,0,0,0.1,5.50E+04,0.5932,0.01027,57.76046738
6,0,0,0.1,5.50E+04,0.6834,0.01181,57.86621507
7,0,0,0.1,5.50E+04,0.7745,0.01341,57.75540641
8,0,0,0.1,5.50E+04,0.862,0.01594,54.07779172
9,0,0,0.1,5.50E+04,0.9435,0.01982,47.60343088
10,0,0,0.1,5.50E+04,1.0265,0.02338,43.90504705
11,0,0,0.1,5.50E+04,1.0913,0.02891,37.74818402
12,0,0,0.1,5.50E+04,1.1328,0.03466,32.68320831
13,0,0,0.1,5.50E+04,1.1139,0.04479,24.86939049
14,0,0,0.1,5.50E+04,1.0376,0.07158,14.49566918
15,0,0,0.1,5.50E+04,0.7221,0.17421,4.144997417
16,0,0,0.1,5.50E+04,0.7373,0.1929,3.822187662
17,0,0,0.1,5.50E+04,0.7592,0.20987,3.617477486
18,0,0,0.1,5.50E+04,0.7837,0.22658,3.458822491
19,0,0,0.1,5.50E+04,0.8135,0.23962,3.394958685
20,0,0,0.1,5.50E+04,0.8402,0.25509,3.293739465
-5,0,0,0.1,6.00E+04,-0.5759,0.02106,-27.34567901
-4,0,0,0.1,6.00E+04,-0.5067,0.01815,-27.91735537
-3,0,0,0.1,6.00E+04,-0.4213,0.01825,-23.08493151
-2,0,0,0.1,6.00E+04,-0.1354,0.0191,-7.089005236
-1,0,0,0.1,6.00E+04,-0.02,0.01682,-1.189060642
0,0,0,0.1,6.00E+04,0,0.01615,0
1,0,0,0.1,6.00E+04,0.02,0.01682,1.189060642
2,0,0,0.1,6.00E+04,0.1354,0.01909,7.092718701
3,0,0,0.1,6.00E+04,0.4212,0.01825,23.07945205
4,0,0,0.1,6.00E+04,0.5067,0.01815,27.91735537
5,0,0,0.1,6.00E+04,0.5758,0.02106,27.34093067
6,0,0,0.1,6.00E+04,0.6598,0.02731,24.15964848
7,0,0,0.1,6.00E+04,0.7463,0.03567,20.92234371
8,0,0,0.1,6.00E+04,0.8012,0.04865,16.46865365
9,0,0,0.1,6.00E+04,0.8074,0.06954,11.61058384
10,0,0,0.1,6.00E+04,0.6309,0.11746,5.371190192
11,0,0,0.1,6.00E+04,0.6498,0.13367,4.861225406
12,0,0,0.1,6.00E+04,0.6582,0.1497,4.396793587
13,0,0,0.1,6.00E+04,0.659,0.16268,4.050897467
14,0,0,0.1,6.00E+04,0.6779,0.17784,3.811853351
15,0,0,0.1,6.00E+04,0.7144,0.19671,3.631742159
16,0,0,0.1,6.00E+04,0.7585,0.21884,3.466002559
17,0,0,0.1,6.00E+04,0.7502,0.22123,3.391040998
18,0,0,0.1,6.00E+04,0.7724,0.23438,3.295503029
19,0,0,0.1,6.00E+04,0.8127,0.25676,3.16521265
20,0,0,0.1,6.00E+04,0.8318,0.26231,3.171057146
-5,0,0,0.1,7.00E+04,-0.5745,0.01958,-29.34116445
-4,0,0,0.1,7.00E+04,-0.504,0.01661,-30.34316677
-3,0,0,0.1,7.00E+04,-0.4243,0.01618,-26.223733
-2,0,0,0.1,7.00E+04,-0.2227,0.01751,-12.7184466
-1,0,0,0.1,7.00E+04,-0.0151,0.0159,-0.949685535
0,0,0,0.1,7.00E+04,0,0.01517,0
1,0,0,0.1,7.00E+04,0.0152,0.0159,0.955974843
2,0,0,0.1,7.00E+04,0.2226,0.01751,12.71273558
3,0,0,0.1,7.00E+04,0.4243,0.01618,26.223733
4,0,0,0.1,7.00E+04,0.5039,0.01661,30.3371463
5,0,0,0.1,7.00E+04,0.5744,0.01958,29.3360572
6,0,0,0.1,7.00E+04,0.6572,0.02536,25.9148265
7,0,0,0.1,7.00E+04,0.7463,0.03262,22.87860208
8,0,0,0.1,7.00E+04,0.8099,0.04505,17.97780244
9,0,0,0.1,7.00E+04,0.8106,0.06393,12.6794932
10,0,0,0.1,7.00E+04,0.6922,0.11746,5.893069981
11,0,0,0.1,7.00E+04,0.6504,0.13162,4.941498253
12,0,0,0.1,7.00E+04,0.6557,0.14541,4.509318479
13,0,0,0.1,7.00E+04,0.6639,0.16069,4.131557658
14,0,0,0.1,7.00E+04,0.6777,0.17576,3.855826127
15,0,0,0.1,7.00E+04,0.7127,0.19414,3.67106212
16,0,0,0.1,7.00E+04,0.7488,0.21343,3.508410252
17,0,0,0.1,7.00E+04,0.753,0.22033,3.417600871
18,0,0,0.1,7.00E+04,0.7727,0.2336,3.307791096
19,0,0,0.1,7.00E+04,0.813,0.25331,3.209506139
20,0,0,0.1,7.00E+04,0.8321,0.26196,3.176439151
-5,0,0,0.12,8.00E+04,-0.6145,0.0186,-33.03763441
-4,0,0,0.12,8.00E+04,-0.5385,0.01697,-31.73246906
-3,0,0,0.12,8.00E+04,-0.4591,0.01628,-28.2002457
-2,0,0,0.12,8.00E+04,-0.3752,0.0167,-22.46706587
-1,0,0,0.12,8.00E+04,-0.1754,0.01824,-9.61622807
0,0,0,0.12,8.00E+04,0,0.01798,0
1,0,0,0.12,8.00E+04,0.1754,0.01824,9.61622807
2,0,0,0.12,8.00E+04,0.3751,0.0167,22.46107784
3,0,0,0.12,8.00E+04,0.459,0.01628,28.19410319
4,0,0,0.12,8.00E+04,0.5384,0.01696,31.74528302
5,0,0,0.12,8.00E+04,0.6144,0.0186,33.03225806
6,0,0,0.12,8.00E+04,0.6857,0.02171,31.58452326
7,0,0,0.12,8.00E+04,0.7637,0.02615,29.20458891
8,0,0,0.12,8.00E+04,0.8459,0.03225,26.22945736
9,0,0,0.12,8.00E+04,0.9106,0.04087,22.28040127
10,0,0,0.12,8.00E+04,0.9313,0.05293,17.59493671
11,0,0,0.12,8.00E+04,0.7978,0.07752,10.29153767
12,0,0,0.12,8.00E+04,0.6495,0.13772,4.716090619
13,0,0,0.12,8.00E+04,0.6393,0.15343,4.16672098
14,0,0,0.12,8.00E+04,0.6427,0.16847,3.814922538
15,0,0,0.12,8.00E+04,0.6637,0.18255,3.635716242
16,0,0,0.12,8.00E+04,0.6829,0.19745,3.458597113
17,0,0,0.12,8.00E+04,0.7454,0.22172,3.361897889
18,0,0,0.12,8.00E+04,0.7341,0.22564,3.253412516
19,0,0,0.12,8.00E+04,0.7766,0.24651,3.150379295
20,0,0,0.12,8.00E+04,0.797,0.25439,3.132984787
-5,0,0,0.15,8.00E+04,-0.6846,0.02093,-32.7090301
-4,0,0,0.15,8.00E+04,-0.6111,0.01991,-30.69311904
-3,0,0,0.15,8.00E+04,-0.5339,0.0196,-27.23979592
-2,0,0,0.15,8.00E+04,-0.4628,0.01995,-23.19799499
-1,0,0,0.15,8.00E+04,-0.2878,0.02213,-13.00497063
0,0,0,0.15,8.00E+04,0,0.02395,0
1,0,0,0.15,8.00E+04,0.2878,0.02213,13.00497063
2,0,0,0.15,8.00E+04,0.4627,0.01995,23.19298246
3,0,0,0.15,8.00E+04,0.5337,0.0196,27.22959184
4,0,0,0.15,8.00E+04,0.6109,0.0199,30.69849246
5,0,0,0.15,8.00E+04,0.6844,0.02092,32.71510516
6,0,0,0.15,8.00E+04,0.7536,0.02255,33.41906874
7,0,0,0.15,8.00E+04,0.819,0.02502,32.73381295
8,0,0,0.15,8.00E+04,0.882,0.02849,30.95823096
9,0,0,0.15,8.00E+04,0.9458,0.03311,28.5653881
10,0,0,0.15,8.00E+04,1.0062,0.03898,25.81323756
11,0,0,0.15,8.00E+04,1.0479,0.04604,22.76064292
13,0,0,0.15,8.00E+04,0.8158,0.08963,9.101863215
16,0,0,0.15,8.00E+04,0.6267,0.19005,3.297553275
17,0,0,0.15,8.00E+04,0.6912,0.21055,3.282830682
18,0,0,0.15,8.00E+04,0.6738,0.21647,3.112671502
19,0,0,0.15,8.00E+04,0.7009,0.23046,3.041308687
-5,2,4,0.14,8.00E+04,-0.5386,0.02608,-20.65184049
-4,2,4,0.14,8.00E+04,-0.4571,0.02385,-19.16561845
-3,2,4,0.14,8.00E+04,-0.332,0.02259,-14.69676848
-2,2,4,0.14,8.00E+04,-0.1661,0.02177,-7.629765733
-1,2,4,0.14,8.00E+04,0.0228,0.02271,1.003963012
0,2,4,0.14,8.00E+04,0.3133,0.0217,14.43778802
1,2,4,0.14,8.00E+04,0.419,0.02093,20.01911132
2,2,4,0.14,8.00E+04,0.5165,0.02072,24.92760618
3,2,4,0.14,8.00E+04,0.6119,0.02099,29.15197713
4,2,4,0.14,8.00E+04,0.7083,0.02155,32.86774942
5,2,4,0.14,8.00E+04,0.8026,0.02242,35.79839429
6,2,4,0.14,8.00E+04,0.8921,0.02348,37.99403748
7,2,4,0.14,8.00E+04,0.9839,0.02429,40.50638123
8,2,4,0.14,8.00E+04,1.0616,0.02546,41.69677926
9,2,4,0.14,8.00E+04,1.121,0.0278,40.32374101
10,2,4,0.14,8.00E+04,1.1674,0.03204,36.43570537
11,2,4,0.14,8.00E+04,1.2236,0.03815,32.0733945
12,2,4,0.14,8.00E+04,1.2569,0.04489,27.99955447
13,2,4,0.14,8.00E+04,1.2712,0.05475,23.21826484
14,2,4,0.14,8.00E+04,1.2457,0.06676,18.65937687
15,2,4,0.14,8.00E+04,1.1052,0.09323,11.85455326
16,2,4,0.14,8.00E+04,0.8152,0.1966,4.146490336
17,2,4,0.14,8.00E+04,0.8172,0.20885,3.912856117
19,2,4,0.14,8.00E+04,0.8409,0.23638,3.557407564
20,2,4,0.14,8.00E+04,0.8738,0.25174,3.471041551
-5,0,0,0.1,9.00E+04,-0.5743,0.01761,-32.61215219
-4,0,0,0.1,9.00E+04,-0.5006,0.01467,-34.12406271
-3,0,0,0.1,9.00E+04,-0.4198,0.01373,-30.57538237
-2,0,0,0.1,9.00E+04,-0.3059,0.01437,-21.28740431
-1,0,0,0.1,9.00E+04,-0.0338,0.01459,-2.316655243
0,0,0,0.1,9.00E+04,0,0.01374,0
1,0,0,0.1,9.00E+04,0.0337,0.01459,2.309801234
2,0,0,0.1,9.00E+04,0.3059,0.01437,21.28740431
3,0,0,0.1,9.00E+04,0.4197,0.01373,30.56809905
4,0,0,0.1,9.00E+04,0.5006,0.01467,34.12406271
5,0,0,0.1,9.00E+04,0.5743,0.01761,32.61215219
6,0,0,0.1,9.00E+04,0.6554,0.02255,29.06430155
7,0,0,0.1,9.00E+04,0.7458,0.02862,26.05870021
8,0,0,0.1,9.00E+04,0.8194,0.03944,20.77586207
9,0,0,0.1,9.00E+04,0.8544,0.05297,16.12988484
10,0,0,0.1,9.00E+04,0.7493,0.08103,9.247192398
11,0,0,0.1,9.00E+04,0.6574,0.12532,5.245770827
12,0,0,0.1,9.00E+04,0.6573,0.1421,4.625615764
13,0,0,0.1,9.00E+04,0.6706,0.15849,4.231181778
14,0,0,0.1,9.00E+04,0.7222,0.17861,4.043446616
15,0,0,0.1,9.00E+04,0.7013,0.18804,3.729525633
16,0,0,0.1,9.00E+04,0.7218,0.20256,3.563388626
17,0,0,0.1,9.00E+04,0.7583,0.22161,3.421776996
18,0,0,0.1,9.00E+04,0.7743,0.23188,3.339227186
19,0,0,0.1,9.00E+04,0.8167,0.2551,3.201489612
20,0,0,0.1,9.00E+04,0.8326,0.26045,3.196774813
0,0,0,0.12,1.00E+05,0,0.01697,0
0.5,0,0,0.12,1.00E+05,0.135,0.01658,8.142340169
1,0,0,0.12,1.00E+05,0.2583,0.01573,16.42085188
1.5,0,0,0.12,1.00E+05,0.3313,0.01491,22.21998659
2,0,0,0.12,1.00E+05,0.3732,0.01447,25.79129233
2.5,0,0,0.12,1.00E+05,0.4137,0.01431,28.90985325
3,0,0,0.12,1.00E+05,0.4544,0.01441,31.53365718
3.5,0,0,0.12,1.00E+05,0.4958,0.01473,33.65919891
4,0,0,0.12,1.00E+05,0.5365,0.01519,35.31928901
4.5,0,0,0.12,1.00E+05,0.5761,0.01587,36.30119723
5,0,0,0.12,1.00E+05,0.614,0.01677,36.6129994
5.5,0,0,0.12,1.00E+05,0.6503,0.018,36.12777778
6,0,0,0.12,1.00E+05,0.6859,0.01969,34.83494159
6.5,0,0,0.12,1.00E+05,0.7229,0.02149,33.63890181
7,0,0,0.12,1.00E+05,0.7624,0.02356,32.35993209
7.5,0,0,0.12,1.00E+05,0.8029,0.02616,30.69189602
8,0,0,0.12,1.00E+05,0.8449,0.02863,29.51100244
8.5,0,0,0.12,1.00E+05,0.8837,0.03206,27.56394261
9,0,0,0.12,1.00E+05,0.9192,0.03576,25.70469799
9.5,0,0,0.12,1.00E+05,0.9444,0.04041,23.37045286
10,0,0,0.12,1.00E+05,0.9651,0.04564,21.14592463
10.5,0,0,0.12,1.00E+05,0.9715,0.05221,18.60754645
11,0,0,0.12,1.00E+05,0.9579,0.05999,15.96766128
11.5,0,0,0.12,1.00E+05,0.6794,0.11429,5.94452708
12,0,0,0.12,1.00E+05,0.7184,0.11354,6.327285538
12.5,0,0,0.12,1.00E+05,0.6458,0.14149,4.564280161
13,0,0,0.12,1.00E+05,0.6788,0.15184,4.470495258
13.5,0,0,0.12,1.00E+05,0.6415,0.15813,4.056788718
14,0,0,0.12,1.00E+05,0.6796,0.16716,4.065565925
14.5,0,0,0.12,1.00E+05,0.6567,0.17281,3.800127307
15,0,0,0.12,1.00E+05,0.6923,0.18112,3.822327739
15.5,0,0,0.12,1.00E+05,0.6868,0.18961,3.622171826
16,0,0,0.12,1.00E+05,0.6855,0.19514,3.51286256
16.5,0,0,0.12,1.00E+05,0.7071,0.20252,3.491507012
17,0,0,0.12,1.00E+05,0.7386,0.21638,3.41343932
17.5,0,0,0.12,1.00E+05,0.7224,0.21734,3.323824423
18,0,0,0.12,1.00E+05,0.736,0.22407,3.284687821
18.5,0,0,0.12,1.00E+05,0.7631,0.2333,3.270895842
19,0,0,0.12,1.00E+05,0.7654,0.23897,3.202912499
19.5,0,0,0.12,1.00E+05,0.7783,0.24522,3.173884675
20,0,0,0.12,1.00E+05,0.7968,0.25234,3.157644448
0,2,4,0.14,1.00E+05,0.3545,0.0178,19.91573034
0.5,2,4,0.14,1.00E+05,0.4222,0.01705,24.76246334
1,2,4,0.14,1.00E+05,0.4595,0.01684,27.28622328
1.5,2,4,0.14,1.00E+05,0.5007,0.01675,29.89253731
2,2,4,0.14,1.00E+05,0.5437,0.0168,32.36309524
2.5,2,4,0.14,1.00E+05,0.5877,0.01698,34.61130742
3,2,4,0.14,1.00E+05,0.6326,0.01725,36.67246377
3.5,2,4,0.14,1.00E+05,0.6782,0.0176,38.53409091
4,2,4,0.14,1.00E+05,0.7242,0.018,40.23333333
4.5,2,4,0.14,1.00E+05,0.7701,0.01846,41.71722644
5,2,4,0.14,1.00E+05,0.8153,0.01894,43.04646251
5.5,2,4,0.14,1.00E+05,0.8597,0.01946,44.17780062
6,2,4,0.14,1.00E+05,0.9033,0.01998,45.21021021
6.5,2,4,0.14,1.00E+05,0.9461,0.02049,46.17374329
7,2,4,0.14,1.00E+05,0.9884,0.02098,47.1115348
7.5,2,4,0.14,1.00E+05,1.029,0.0216,47.63888889
8,2,4,0.14,1.00E+05,1.0627,0.02229,47.67608793
8.5,2,4,0.14,1.00E+05,1.0936,0.02334,46.85518423
9,2,4,0.14,1.00E+05,1.1194,0.02481,45.11890367
9.5,2,4,0.14,1.00E+05,1.1415,0.02675,42.6728972
10,2,4,0.14,1.00E+05,1.1598,0.02889,40.14537902
10.5,2,4,0.14,1.00E+05,1.1793,0.03136,37.60522959
11,2,4,0.14,1.00E+05,1.2,0.03405,35.24229075
11.5,2,4,0.14,1.00E+05,1.2203,0.03695,33.02571042
12,2,4,0.14,1.00E+05,1.2472,0.04053,30.77226746
12.5,2,4,0.14,1.00E+05,1.2833,0.04455,28.80583614
13,2,4,0.14,1.00E+05,1.28,0.04824,26.53399668
13.5,2,4,0.14,1.00E+05,1.2997,0.05197,25.00865884
14,2,4,0.14,1.00E+05,1.2902,0.05827,22.1417539
14.5,2,4,0.14,1.00E+05,1.2614,0.06551,19.25507556
15,2,4,0.14,1.00E+05,1.2186,0.07518,16.20909816
15.5,2,4,0.14,1.00E+05,1.147,0.08998,12.74727717
16,2,4,0.14,1.00E+05,1.0057,0.12166,8.266480355
17,2,4,0.14,1.00E+05,0.8408,0.20761,4.049901257
17.5,2,4,0.14,1.00E+05,0.8083,0.2122,3.809142319
18,2,4,0.14,1.00E+05,0.8331,0.21906,3.803067653
18.5,2,4,0.14,1.00E+05,0.8355,0.22721,3.677214911
19,2,4,0.14,1.00E+05,0.8498,0.23323,3.6436136
19.5,2,4,0.14,1.00E+05,0.8955,0.24837,3.605507912
20,2,4,0.14,1.00E+05,0.8724,0.24831,3.513350248
-5,0,0,0.1,1.00E+05,-0.5743,0.01693,-33.9220319
-4,0,0,0.1,1.00E+05,-0.4995,0.01401,-35.65310493
-3,0,0,0.1,1.00E+05,-0.4173,0.01295,-32.22393822
-2,0,0,0.1,1.00E+05,-0.3193,0.01329,-24.02558315
-1,0,0,0.1,1.00E+05,-0.077,0.01394,-5.523672884
0,0,0,0.1,1.00E+05,0,0.0132,0
1,0,0,0.1,1.00E+05,0.0769,0.01394,5.516499283
2,0,0,0.1,1.00E+05,0.3192,0.01329,24.01805869
3,0,0,0.1,1.00E+05,0.4173,0.01295,32.22393822
4,0,0,0.1,1.00E+05,0.4995,0.01401,35.65310493
5,0,0,0.1,1.00E+05,0.5743,0.01693,33.9220319
6,0,0,0.1,1.00E+05,0.6549,0.02167,30.22150438
7,0,0,0.1,1.00E+05,0.7455,0.02772,26.89393939
8,0,0,0.1,1.00E+05,0.8241,0.03714,22.18901454
9,0,0,0.1,1.00E+05,0.8562,0.05078,16.86096889
11,0,0,0.1,1.00E+05,0.6567,0.12407,5.292979769
12,0,0,0.1,1.00E+05,0.6797,0.1414,4.806930693
13,0,0,0.1,1.00E+05,0.6983,0.15687,4.45145662
14,0,0,0.1,1.00E+05,0.6826,0.17217,3.964686066
15,0,0,0.1,1.00E+05,0.7024,0.18769,3.742341094
16,0,0,0.1,1.00E+05,0.7428,0.20681,3.591702529
17,0,0,0.1,1.00E+05,0.7479,0.21666,3.451952368
18,0,0,0.1,1.00E+05,0.7884,0.2378,3.315391085
19,0,0,0.1,1.00E+05,0.8027,0.24598,3.263273437
20,0,0,0.1,1.00E+05,0.8362,0.26072,3.207272169
-5,0,0,0.1,1.00E+05,-0.5743,0.01693,-33.9220319
-4,0,0,0.1,1.00E+05,-0.4995,0.01401,-35.65310493
-3,0,0,0.1,1.00E+05,-0.4173,0.01295,-32.22393822
-2,0,0,0.1,1.00E+05,-0.3193,0.01329,-24.02558315
-1,0,0,0.1,1.00E+05,-0.077,0.01394,-5.523672884
0,0,0,0.1,1.00E+05,0,0.0132,0
1,0,0,0.1,1.00E+05,0.0769,0.01394,5.516499283
2,0,0,0.1,1.00E+05,0.3192,0.01329,24.01805869
3,0,0,0.1,1.00E+05,0.4173,0.01295,32.22393822
4,0,0,0.1,1.00E+05,0.4995,0.01401,35.65310493
5,0,0,0.1,1.00E+05,0.5743,0.01693,33.9220319
6,0,0,0.1,1.00E+05,0.6549,0.02167,30.22150438
7,0,0,0.1,1.00E+05,0.7455,0.02772,26.89393939
8,0,0,0.1,1.00E+05,0.8241,0.03714,22.18901454
9,0,0,0.1,1.00E+05,0.8562,0.05078,16.86096889
11,0,0,0.1,1.00E+05,0.6567,0.12407,5.292979769
12,0,0,0.1,1.00E+05,0.6797,0.1414,4.806930693
13,0,0,0.1,1.00E+05,0.6983,0.15687,4.45145662
14,0,0,0.1,1.00E+05,0.6826,0.17217,3.964686066
15,0,0,0.1,1.00E+05,0.7024,0.18769,3.742341094
16,0,0,0.1,1.00E+05,0.7428,0.20681,3.591702529
17,0,0,0.1,1.00E+05,0.7479,0.21666,3.451952368
18,0,0,0.1,1.00E+05,0.7884,0.2378,3.315391085
19,0,0,0.1,1.00E+05,0.8027,0.24598,3.263273437
20,0,0,0.1,1.00E+05,0.8362,0.26072,3.207272169
-5,0,0,0.24,1.00E+05,-0.6527,0.02988,-21.84404284
-4,0,0,0.24,1.00E+05,-0.4936,0.0284,-17.38028169
-3,0,0,0.24,1.00E+05,-0.3644,0.02737,-13.31384728
-2,0,0,0.24,1.00E+05,-0.2392,0.02584,-9.256965944
-1,0,0,0.24,1.00E+05,-0.1141,0.02538,-4.495665879
0,0,0,0.24,1.00E+05,0,0.02476,0
1,0,0,0.24,1.00E+05,0.1141,0.02538,4.495665879
2,0,0,0.24,1.00E+05,0.2392,0.02584,9.256965944
3,0,0,0.24,1.00E+05,0.3643,0.02736,13.31505848
4,0,0,0.24,1.00E+05,0.4936,0.02839,17.38640366
5,0,0,0.24,1.00E+05,0.6527,0.02987,21.85135588
6,0,0,0.24,1.00E+05,0.7852,0.03101,25.32086424
7,0,0,0.24,1.00E+05,0.9375,0.03208,29.22381546
8,0,0,0.24,1.00E+05,1.094,0.03325,32.90225564
9,0,0,0.24,1.00E+05,1.1472,0.03493,32.84282851
10,0,0,0.24,1.00E+05,1.1584,0.03684,31.44408252
11,0,0,0.24,1.00E+05,1.1601,0.03893,29.79964038
12,0,0,0.24,1.00E+05,1.041,0.04343,23.96960626
13,0,0,0.24,1.00E+05,1.0273,0.04865,21.11613566
14,0,0,0.24,1.00E+05,1.0117,0.05625,17.98577778
18,0,0,0.24,1.00E+05,0.4579,0.1981,2.311458859
19,0,0,0.24,1.00E+05,0.5448,0.21406,2.545080818
20,0,0,0.24,1.00E+05,0.5273,0.22007,2.3960558
-5,0,0,0.21,1.00E+05,-0.7197,0.02624,-27.42759146
-3,0,0,0.21,1.00E+05,-0.4125,0.02472,-16.6868932
-2,0,0,0.21,1.00E+05,-0.261,0.02357,-11.07339839
-1,0,0,0.21,1.00E+05,-0.1338,0.02276,-5.878734622
0,0,0,0.21,1.00E+05,0,0.02229,0
1,0,0,0.21,1.00E+05,0.1338,0.02276,5.878734622
2,0,0,0.21,1.00E+05,0.2609,0.02357,11.06915571
3,0,0,0.21,1.00E+05,0.4122,0.02471,16.68150546
4,0,0,0.21,1.00E+05,0.5698,0.02556,22.29264476
5,0,0,0.21,1.00E+05,0.7197,0.02623,27.43804804
6,0,0,0.21,1.00E+05,0.8832,0.02674,33.02916978
7,0,0,0.21,1.00E+05,0.9946,0.02739,36.31252282
8,0,0,0.21,1.00E+05,1.036,0.02893,35.81057726
9,0,0,0.21,1.00E+05,1.0696,0.03074,34.7950553
10,0,0,0.21,1.00E+05,1.095,0.03298,33.20194057
11,0,0,0.21,1.00E+05,1.1077,0.03569,31.03670496
12,0,0,0.21,1.00E+05,1.0963,0.03934,27.86731063
13,0,0,0.21,1.00E+05,1.0927,0.04498,24.29301912
14,0,0,0.21,1.00E+05,1.0968,0.05183,21.16148948
